School Name,Student Number,Grade,Program Code,BPS Race,First Lang,Home Lang,Home Lang 2,Home Lang 3,SN Code,21-22 ACCESS Overall,22-23 ACCESS Overall,,,,,,,,,,,,,,,,,
School AE,274888,2,REG,Hispanic,Spanish,Spanish,,,,1.9,3.5,,,,,,,,,,,,,,,,,
School U,293244,1,BLM,Asian,Vietnamese,Vietnamese,,,,1.5,3.1,,,,,,,,,,,,,,,,,
School R,175846,1,BLM,Hispanic,Spanish,English,,,,1.5,3.1,,,,,,,,,,,,,,,,,
School AH,118772,1,BLS,Hispanic,Spanish,Spanish,,,,1.4,3,,,,,,,,,,,,,,,,,
School Y,157465,1,REG,Hispanic,Spanish,English,,,,1.4,3,,,,,,,,,,,,,,,,,
School AI,117776,1,REG,Hispanic,Spanish,Spanish,English,,,1,2.6,,,,,,,,,,,,,,,,,
School AV,189058,1,TLE,Black,Haitian Creole,English,English,,,1.9,3.5,,,,,,,,,,,,,,,,,
School Q,260625,4,BLV,Asian,Vietnamese,Vietnamese,,,,1.9,3.5,,,,,,,,,,,,,,,,,
School BC,124562,2,SI4,Hispanic,Spanish,English,Spanish,,Y3,1.9,3.5,,,,,,,,,,,,,,,,,
School BN,147542,1,REG,Hispanic,Spanish,English,Spanish,Spanish,,1,2.6,,,,,,,,,,,,,,,,,
School AD,237305,3,REG,Hispanic,Spanish,Spanish,,,,1.9,3.5,,,,,,,,,,,,,,,,,
School F,158354,1,SI4,Asian,Cantonese,Cantonese,English,,Y3,1.5,3.1,,,,,,,,,,,,,,,,,
School N,237113,4,SI4,Hispanic,Spanish,Spanish,,,L3,1.8,3.4,,,,,,,,,,,,,,,,,
School S,148254,3,REG,Black,Fula,English,French,Fula,,1.7,3.3,,,,,,,,,,,,,,,,,
School AB,111772,6,BLS,Hispanic,Spanish,Spanish,,,,1.7,3.3,,,,,,,,,,,,,,,,,
School BW,209601,1,REG,Asian,Vietnamese,Vietnamese,,,,1.8,3.4,,,,,,,,,,,,,,,,,
School BB,242826,K2,KED,Hispanic,Spanish,English,Spanish,,,1.3,2.9,,,,,,,,,,,,,,,,,
School O,270685,2,BLM,White,Portuguese,Portuguese,English,,,1.7,3.3,,,,,,,,,,,,,,,,,
School AK,124709,1,BLS,Hispanic,Spanish,Spanish,,,,1.7,3.3,,,,,,,,,,,,,,,,,
School Q,160433,1,REG,Hispanic,English,English,Spanish,,R1,1.3,2.9,,,,,,,,,,,,,,,,,
School R,135851,1,BLM,Hispanic,Spanish,Spanish,,,,1.2,2.8,,,,,,,,,,,,,,,,,
School BJ,254267,1,BLS,Hispanic,Spanish,Spanish,,,,1.2,2.8,,,,,,,,,,,,,,,,,
School G,106064,6,SX4,Hispanic,English,English,Spanish,,X4,1.8,3.4,,,,,,,,,,,,,,,,,
School BE,242761,1,REG,Asian,Gujarati,English,,,,1.7,3.3,,,,,,,,,,,,,,,,,
School H,147280,2,SI4,Hispanic,Spanish,English,Spanish,,X3,1.8,3.4,,,,,,,,,,,,,,,,,
School S,184021,3,BLS,Hispanic,Spanish,Spanish,,,,1.8,3.4,,,,,,,,,,,,,,,,,
School AV,180973,1,SI4,Hispanic,Spanish,English,Spanish,,Y3,1.3,2.9,,,,,,,,,,,,,,,,,
School AA,255722,1,BLM,Hispanic,Spanish,Spanish,English,Korean,,1.3,2.9,,,,,,,,,,,,,,,,,
School BA ,237829,1,BLM,Hispanic,Spanish,Spanish,,,,1.7,3.3,,,,,,,,,,,,,,,,,
School BG,197589,1,REG,Hispanic,Spanish,Spanish,,,Y3,1.8,3.4,,,,,,,,,,,,,,,,,
School BX,221028,9,BLS,Hispanic,Spanish,Spanish,,,,1.8,3.4,,,,,,,,,,,,,,,,,
School AK,103977,1,REG,Hispanic,Spanish,Spanish,,,,1.2,2.8,,,,,,,,,,,,,,,,,
School F,227575,1,BLC,Asian,Cantonese,Cantonese,Cantonese,Cantonese,,1.3,2.9,,,,,,,,,,,,,,,,,
School G,104249,3,REG,Hispanic,Spanish,Spanish,,,,1.7,3.2,,,,,,,,,,,,,,,,,
School AH,291406,1,BLS,Hispanic,Spanish,Spanish,,,,1.2,2.7,,,,,,,,,,,,,,,,,
School U,261485,2,BLM,Hispanic,Spanish,Spanish,,,,1.7,3.2,,,,,,,,,,,,,,,,,
School AN,142294,1,REG,Hispanic,Spanish,English,English,English,,1.7,3.2,,,,,,,,,,,,,,,,,
School AG,274024,5,REG,Hispanic,Spanish,Spanish,,,,1.7,3.2,,,,,,,,,,,,,,,,,
School F,126233,1,BLC,Asian,Mandarin,Mandarin,English,,,1.7,3.2,,,,,,,,,,,,,,,,,
School P,116252,1,TLS,Hispanic,Spanish,Spanish,,,,1,2.5,,,,,,,,,,,,,,,,,
School BB,181966,1,REG,Hispanic,Spanish,Spanish,,,,1.5,3,,,,,,,,,,,,,,,,,
School X,182578,4,TLS,Hispanic,Spanish,Spanish,,,R2,1.9,3.4,,,,,,,,,,,,,,,,,
School BY,256209,1,REG,Asian,Pushtu/Pashtu,Other,,,,1,2.5,,,,,,,,,,,,,,,,,
School AJ,169748,1,TLS,Hispanic,Spanish,Spanish,English,,,1.9,3.4,,,,,,,,,,,,,,,,,
School M,124210,1,BLS,Hispanic,Spanish,Spanish,,,,1.4,2.9,,,,,,,,,,,,,,,,,
School AB,256353,1,BLS,Hispanic,Spanish,English,Spanish,,,1.5,3,,,,,,,,,,,,,,,,,
School AD,285335,5,BIM,Other,Portuguese,Portuguese,,,,1.5,3,,,,,,,,,,,,,,,,,
School AE,214031,2,REG,Hispanic,Portuguese,Portuguese,English,,,1.9,3.4,,,,,,,,,,,,,,,,,
School BU,163905,10,BLM,Hispanic,Portuguese,Portuguese,,,,1.9,3.4,,,,,,,,,,,,,,,,,
School AB,152448,4,BLS,Hispanic,Spanish,Spanish,English,,,1.9,3.4,,,,,,,,,,,,,,,,,
School AN,167713,1,REG,Asian,Vietnamese,English,Vietnamese,,S1,1.6,3.1,,,,,,,,,,,,,,,,,
School I,290345,1,REG,Hispanic,Portuguese,English,Portuguese,,,1.6,3.1,,,,,,,,,,,,,,,,,
School AK,159976,1,BLS,Hispanic,Spanish,Spanish,,,,1,2.5,,,,,,,,,,,,,,,,,
School M,129050,1,BLS,Hispanic,Spanish,Spanish,Spanish,English,,1.6,3.1,,,,,,,,,,,,,,,,,
School BV,170731,9,BLS,Hispanic,Spanish,Spanish,,,,1.9,3.4,,,,,,,,,,,,,,,,,
School BZ,244836,1,REG,Hispanic,Spanish,Spanish,,,,1.9,3.4,,,,,,,,,,,,,,,,,
School BH,211297,1,REG,Hispanic,Spanish,Spanish,,,S1,1.6,3.1,,,,,,,,,,,,,,,,,
School AZ,114717,1,SX4,Asian,Mandarin,Mandarin,Cantonese,English,X4,1,2.5,,,,,,,,,,,,,,,,,
School W,127520,9,SA4,Black,Cape Verdean,Cape Verdean,,,A4,1.9,3.4,,,,,,,,,,,,,,,,,
School AK,240216,1,BLS,Hispanic,Spanish,Spanish,,,,1,2.5,,,,,,,,,,,,,,,,,
School C,215893,4,REG,Hispanic,Spanish,Spanish,,,R1,1.9,3.4,,,,,,,,,,,,,,,,,
School AB,268668,5,BLS,Hispanic,Spanish,Spanish,,,,1.9,3.4,,,,,,,,,,,,,,,,,
School Y,179480,1,REG,Hispanic,Spanish,Spanish,English,,,1.6,3.1,,,,,,,,,,,,,,,,,
School W,256591,9,BLS,Hispanic,Spanish,Spanish,,,,1.9,3.4,,,,,,,,,,,,,,,,,
School R,181099,1,REG,Black,Swahili,English,Swahili,,,1.9,3.4,,,,,,,,,,,,,,,,,
School Y,239213,1,REG,Hispanic,Spanish,Spanish,,,,1.6,3.1,,,,,,,,,,,,,,,,,
School E,288713,1,REG,Hispanic,Spanish,English,Spanish,,S1,1.1,2.6,,,,,,,,,,,,,,,,,
School CA,220374,10,BLS,Hispanic,Spanish,Spanish,,,,1.9,3.4,,,,,,,,,,,,,,,,,
School AI,147055,1,REG,Hispanic,Spanish,English,Spanish,,,1.9,3.4,,,,,,,,,,,,,,,,,
School AR,173786,1,REG,Black,Haitian Creole,Haitian Creole,,,,1.5,3,,,,,,,,,,,,,,,,,
School J,160589,3,REG,Hispanic,Spanish,Spanish,,,,1.9,3.4,,,,,,,,,,,,,,,,,
School AY,137067,1,REG,Hispanic,Spanish,Spanish,,,S1,1.6,3.1,,,,,,,,,,,,,,,,,
School F,261910,1,BLC,Asian,Mandarin,Mandarin,Fukien,English,,1.9,3.4,,,,,,,,,,,,,,,,,
School X,211564,1,TLS,Hispanic,Spanish,Spanish,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School AG,258274,1,SI4,Hispanic,Spanish,Spanish,,,Y3,1.8,3.3,,,,,,,,,,,,,,,,,
School P,271924,4,TLS,Hispanic,Spanish,Spanish,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School AA,204301,3,BLM,Hispanic,Spanish,Spanish,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School AY,298447,1,REG,Hispanic,Spanish,Spanish,English,,,1.8,3.3,,,,,,,,,,,,,,,,,
School S,113854,1,REG,Hispanic,Spanish,Spanish,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School B,221840,9,BLM,Black,Haitian Creole,Haitian Creole,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School R,187202,1,BLM,Hispanic,English,English,Spanish,,,1.8,3.3,,,,,,,,,,,,,,,,,
School AJ,104214,3,TLS,Hispanic,Spanish,Spanish,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School H,144882,4,SI4,Hispanic,English,English,Spanish,,X3,1.8,3.3,,,,,,,,,,,,,,,,,
School G,252565,1,BLM,Hispanic,Spanish,Spanish,Spanish,Spanish,,1.8,3.3,,,,,,,,,,,,,,,,,
School BO,196895,4,BIS,Hispanic,Spanish,Spanish,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School AP,192973,6,BLS,Hispanic,Spanish,Spanish,,,,1.8,3.3,,,,,,,,,,,,,,,,,
School AL,270403,4,REG,Black,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School L,137174,1,REG,Hispanic,Spanish,English,Spanish,,,1.7,3.1,,,,,,,,,,,,,,,,,
School BM,121864,1,BLS,Hispanic,Spanish,Spanish,,,,1.3,2.7,,,,,,,,,,,,,,,,,
School AK,200521,1,REG,Hispanic,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School AN,187241,1,REG,Asian,English,English,Cape Verdean,,,1.8,3.2,,,,,,,,,,,,,,,,,
School AU,124956,2,BLM,Black,French,French,,,,1.7,3.1,,,,,,,,,,,,,,,,,
School C,208587,4,SL4,Black,Haitian Creole,Haitian Creole,,,L4,1.7,3.1,,,,,,,,,,,,,,,,,
School AU,206079,1,REG,Hispanic,Spanish,English,Spanish,,,1.8,3.2,,,,,,,,,,,,,,,,,
School AI,215091,1,REG,Hispanic,Spanish,Spanish,,,,1.2,2.6,,,,,,,,,,,,,,,,,
School M,194239,1,BLS,Hispanic,Spanish,English,Spanish,,,1.2,2.6,,,,,,,,,,,,,,,,,
School U,244696,1,BLM,Asian,Vietnamese,English,Vietnamese,,,1.8,3.2,,,,,,,,,,,,,,,,,
School G,150850,4,REG,Hispanic,Spanish,Spanish,,,,1.7,3.1,,,,,,,,,,,,,,,,,
School CB,148089,12,BLV,Asian,Vietnamese,Vietnamese,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School BR,198383,4,BIM,White,Portuguese,Portuguese,,,,1.7,3.1,,,,,,,,,,,,,,,,,
School CC,214711,2,REG,Hispanic,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School W,252175,9,BLS,Hispanic,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School BL,160920,2,REG,Hispanic,Spanish,Spanish,English,English,,1.8,3.2,,,,,,,,,,,,,,,,,
School BT,101060,1,REG,Hispanic,Spanish,English,,,,1.2,2.6,,,,,,,,,,,,,,,,,
School BR,299518,5,BLH,Black,Haitian Creole,Haitian Creole,,,,1.7,3.1,,,,,,,,,,,,,,,,,
School A,289574,3,SL4,Hispanic,Spanish,Spanish,,,L4,1.7,3.1,,,,,,,,,,,,,,,,,
School R,109052,1,REG,Hispanic,English,English,Spanish,English,,1.8,3.2,,,,,,,,,,,,,,,,,
School CD,215099,11,BLS,Hispanic,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School AS,197977,3,SI4,Black,English,English,Portuguese,,L3,1.8,3.2,,,,,,,,,,,,,,,,,
School AD,197781,4,BLM,Hispanic,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School AO,135619,1,REG,Hispanic,English,English,Spanish,,R2,1.2,2.6,,,,,,,,,,,,,,,,,
School X,208613,1,TLE,Hispanic,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School BZ,237564,1,BLM,Hispanic,Spanish,Spanish,English,,R2,1.3,2.7,,,,,,,,,,,,,,,,,
School CE,191874,1,BLS,Hispanic,Spanish,Spanish,English,,,1.8,3.2,,,,,,,,,,,,,,,,,
School X,151500,1,TLE,Hispanic,Spanish,Spanish,,,,1.8,3.2,,,,,,,,,,,,,,,,,
School BN,222768,3,REG,Asian,Farsi,Farsi,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School O,210616,5,REG,White,Portuguese,English,Portuguese,Spanish,,1.6,3,,,,,,,,,,,,,,,,,
School T,270948,4,BLM,White,Arabic,Arabic,,,P1,1.9,3.3,,,,,,,,,,,,,,,,,
School BK,290557,1,BLM,White,Portuguese,Portuguese,,,,1,2.4,,,,,,,,,,,,,,,,,
School BO,157469,1,REG,Hispanic,English,Spanish,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School P,123790,1,TLS,Hispanic,Spanish,Spanish,,,,1,2.4,,,,,,,,,,,,,,,,,
School BA ,199257,1,BLM,Hispanic,Portuguese,Portuguese,,,,1,2.4,,,,,,,,,,,,,,,,,
School CC,258549,1,REG,Hispanic,Spanish,English,Spanish,,,1.9,3.3,,,,,,,,,,,,,,,,,
School F,224418,1,BLC,Asian,Chinese,Chinese,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School S,280524,1,REG,Hispanic,Spanish,English,,,,1.6,3,,,,,,,,,,,,,,,,,
School F,147597,1,BLC,Asian,Cantonese,Cantonese,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School R,192129,1,BLM,Black,Spanish,Haitian Creole,Spanish,,,1.1,2.5,,,,,,,,,,,,,,,,,
School J,241394,7,BLK,Black,Cape Verdean,English,Cape Verdean,Portuguese,,1.9,3.3,,,,,,,,,,,,,,,,,
School BZ,129774,1,BLM,Hispanic,English,English,Spanish,,,1.1,2.5,,,,,,,,,,,,,,,,,
School AL,292693,3,REG,Hispanic,Spanish,Spanish,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School M,223385,1,BLS,Hispanic,Spanish,Spanish,,,,1.4,2.8,,,,,,,,,,,,,,,,,
School S,247286,1,BLS,Hispanic,Spanish,English,Spanish,,,1,2.4,,,,,,,,,,,,,,,,,
School BT,109075,1,SI4,Hispanic,Spanish,Spanish,English,,Y3,1.9,3.3,,,,,,,,,,,,,,,,,
School H,218678,1,REG,Hispanic,English,English,Haitian Creole,,,1.9,3.3,,,,,,,,,,,,,,,,,
School BL,205800,2,SI4,Hispanic,Spanish,Spanish,,,Y3,1.9,3.3,,,,,,,,,,,,,,,,,
School O,254308,2,BLM,Hispanic,Portuguese,Portuguese,Portuguese,Portuguese,,1.4,2.8,,,,,,,,,,,,,,,,,
School X,285854,1,TLE,Hispanic,English,Spanish,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School BJ,142272,1,BLS,Hispanic,Spanish,Spanish,,,,1,2.4,,,,,,,,,,,,,,,,,
School J,199046,1,REG,Hispanic,Spanish,Spanish,,,,1.4,2.8,,,,,,,,,,,,,,,,,
School A,121995,1,BLM,Hispanic,Spanish,Spanish,,,,1.6,3,,,,,,,,,,,,,,,,,
School AD,158258,1,BLM,Hispanic,Spanish,Spanish,,,,1.1,2.5,,,,,,,,,,,,,,,,,
School CC,192061,1,REG,Hispanic,Spanish,Spanish,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School CA,132925,9,BLS,Hispanic,Spanish,Spanish,,,,1.6,3,,,,,,,,,,,,,,,,,
School O,237016,1,BLM,Hispanic,English,English,Spanish,,,1.6,3,,,,,,,,,,,,,,,,,
School W,115161,11,BLS,White,Spanish,Spanish,English,,,1.5,2.9,,,,,,,,,,,,,,,,,
School A,212310,3,BLM,Hispanic,Spanish,Spanish,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School BJ,174836,1,BLS,Hispanic,Spanish,Spanish,,,,1,2.4,,,,,,,,,,,,,,,,,
School AV,113443,3,REG,Black,English,English,Cape Verdean,,,1.9,3.3,,,,,,,,,,,,,,,,,
School A,174769,1,BLM,Hispanic,Spanish,English,Spanish,,R1,1.5,2.9,,,,,,,,,,,,,,,,,
School BU,233063,10,BLM,Hispanic,Portuguese,Portuguese,,,,1.6,3,,,,,,,,,,,,,,,,,
School BJ,110531,1,BLS,Hispanic,Spanish,English,Spanish,,,1.5,2.9,,,,,,,,,,,,,,,,,
School V,190115,6,REG,Hispanic,Spanish,Spanish,,,,1.4,2.8,,,,,,,,,,,,,,,,,
School BJ,122214,1,REG,Hispanic,English,English,Spanish,,,1.9,3.3,,,,,,,,,,,,,,,,,
School BF,250768,1,SI4,Asian,English,English,Russian,English,Y3,1.6,3,,,,,,,,,,,,,,,,,
School U,114506,1,REG,Black,Haitian Creole,English,Haitian Creole,,,1.6,3,,,,,,,,,,,,,,,,,
School AV,194818,1,TLE,Black,Haitian Creole,Haitian Creole,,,,1.9,3.3,,,,,,,,,,,,,,,,,
School AL,248760,6,REG,Hispanic,Spanish,Spanish,,,R1,1.9,3.3,,,,,,,,,,,,,,,,,
School C,297511,3,BLS,Hispanic,Spanish,Spanish,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School AZ,234207,3,REG,Hispanic,Spanish,English,Spanish,,,1.9,3.2,,,,,,,,,,,,,,,,,
School AB,269473,2,REG,Hispanic,Spanish,Spanish,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School Q,158713,1,REG,Black,Cape Verdean,Cape Verdean,,,,1.4,2.7,,,,,,,,,,,,,,,,,
School AJ,141937,5,TLS,Hispanic,Spanish,English,Spanish,,R1,1.9,3.2,,,,,,,,,,,,,,,,,
School AV,141389,1,REG,Black,English,English,Ibo,,,1.9,3.2,,,,,,,,,,,,,,,,,
School D,206155,1,REG,Hispanic,Spanish,English,Spanish,,,1.4,2.7,,,,,,,,,,,,,,,,,
School W,154856,9,SA4,Hispanic,Spanish,English,Spanish,,A4,1.9,3.2,,,,,,,,,,,,,,,,,
School AF,161260,5,SI4,Hispanic,Spanish,English,Spanish,,L3,1.9,3.2,,,,,,,,,,,,,,,,,
School AD,214250,2,BLM,Hispanic,Portuguese,Portuguese,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School X,230703,4,TLS,Hispanic,Spanish,English,Spanish,,,1.9,3.2,,,,,,,,,,,,,,,,,
School Y,139206,3,SI4,Hispanic,English,Spanish,English,,Y3,1.9,3.2,,,,,,,,,,,,,,,,,
School CJ,151267,8,BLS,Hispanic,Spanish,Spanish,Spanish,Spanish,,1.9,3.2,,,,,,,,,,,,,,,,,
School AP,205610,4,SI4,Hispanic,English,English,Spanish,,A3,1.9,3.2,,,,,,,,,,,,,,,,,
School AJ,188823,1,TLE,Hispanic,English,English,Spanish,,,1.9,3.2,,,,,,,,,,,,,,,,,
School AF,173125,4,REG,Hispanic,Spanish,Spanish,,,R2,1.9,3.2,,,,,,,,,,,,,,,,,
School BO,100059,6,SI4,Hispanic,Spanish,English,Spanish,,L3,1.9,3.2,,,,,,,,,,,,,,,,,
School CJ,225241,7,BLS,Hispanic,Spanish,Spanish,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School V,139025,8,BLH,Black,Haitian Creole,Haitian Creole,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School J,229274,6,BLK,Black,Cape Verdean,Cape Verdean,English,,R1,1.9,3.2,,,,,,,,,,,,,,,,,
School AL,241249,6,REG,Hispanic,Spanish,Spanish,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School BJ,118554,1,BLS,Hispanic,Spanish,Spanish,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School BZ,237368,1,SI4,Black,Spanish,Spanish,English,,Y3,1.9,3.2,,,,,,,,,,,,,,,,,
School BA ,237648,1,REG,Hispanic,English,Spanish,English,,,1.9,3.2,,,,,,,,,,,,,,,,,
School BU,223684,9,BLM,Hispanic,Spanish,Spanish,,,,1.9,3.2,,,,,,,,,,,,,,,,,
School M,159197,1,REG,Black,Amharic,Amharic,English,,,1.2,2.5,,,,,,,,,,,,,,,,,
School BQ,210935,1,REG,White,Arabic,Arabic,,,,1.2,2.5,,,,,,,,,,,,,,,,,
School AK,278895,2,BLS,Hispanic,Spanish,Spanish,,,,1.7,3,,,,,,,,,,,,,,,,,
School AU,187264,1,BLM,Hispanic,English,English,Spanish,Haitian Creole,,1.8,3.1,,,,,,,,,,,,,,,,,
School BZ,289740,1,BLM,Hispanic,Spanish,Spanish,,,,1.8,3.1,,,,,,,,,,,,,,,,,
School BA ,260100,1,BLM,Hispanic,Spanish,Spanish,English,,S1,1.8,3.1,,,,,,,,,,,,,,,,,
School AR,110340,1,SI4,Asian,Vietnamese,Vietnamese,English,,Y3,1.8,3.1,,,,,,,,,,,,,,,,,
School S,118225,3,BLS,Hispanic,Spanish,Spanish,,,,1.8,3.1,,,,,,,,,,,,,,,,,
School BK,142445,1,BLM,Hispanic,Spanish,Spanish,,,,1.7,3,,,,,,,,,,,,,,,,,
School AJ,104067,1,TLS,Other,Spanish,Spanish,,,,1.7,3,,,,,,,,,,,,,,,,,
School AG,123642,1,REG,Hispanic,Spanish,English,Spanish,Cape Verdean,,1.8,3.1,,,,,,,,,,,,,,,,,
School AD,272303,1,BLM,Asian,Chinese,Chinese,English,,,1.3,2.6,,,,,,,,,,,,,,,,,
School M,151247,1,BLS,Hispanic,Spanish,Spanish,,,,1.2,2.5,,,,,,,,,,,,,,,,,
School AG,289843,1,REG,Hispanic,English,English,Spanish,,,1.8,3.1,,,,,,,,,,,,,,,,,
School Y,127690,1,SI4,Hispanic,Spanish,Spanish,,,Y3,1.2,2.5,,,,,,,,,,,,,,,,,
School BM,100463,3,BLS,Hispanic,Spanish,Spanish,,,,1.8,3.1,,,,,,,,,,,,,,,,,
School N,226400,1,BLS,Hispanic,Spanish,Spanish,,,,1.3,2.6,,,,,,,,,,,,,,,,,
School A,221680,6,BIS,Hispanic,Spanish,Spanish,,,,1.8,3.1,,,,,,,,,,,,,,,,,
School P,226377,1,TLS,Hispanic,Spanish,English,,,,1.8,3.1,,,,,,,,,,,,,,,,,
School CF,189460,7,SL4,Hispanic,Spanish,English,Spanish,,L4,1.7,3,,,,,,,,,,,,,,,,,
School AI,104868,1,REG,Hispanic,English,English,Spanish,Portuguese,,1.7,3,,,,,,,,,,,,,,,,,
School CC,236250,1,REG,White,Spanish,Spanish,Spanish,,,1.2,2.5,,,,,,,,,,,,,,,,,
School F,118066,1,BLC,Asian,Chinese,Chinese,,,,1.7,3,,,,,,,,,,,,,,,,,
School AP,238214,2,BLS,Hispanic,Spanish,Spanish,,,,1.7,3,,,,,,,,,,,,,,,,,
School Y,212377,1,SI4,Black,Portuguese,Portuguese,,,X3,1.2,2.5,,,,,,,,,,,,,,,,,
School X,248152,2,TLE,Hispanic,Spanish,Spanish,English,,,1.7,3,,,,,,,,,,,,,,,,,
School A,182081,4,SL4,Hispanic,Spanish,Spanish,,,L4,1.7,3,,,,,,,,,,,,,,,,,
School P,231111,4,TLS,Hispanic,Spanish,Spanish,,,S1,1.8,3.1,,,,,,,,,,,,,,,,,
School F,277133,5,BLC,Asian,Chinese,Chinese,Toishanese,,,1.7,3,,,,,,,,,,,,,,,,,
School L,221088,1,BLS,Hispanic,Spanish,Spanish,,,,1.2,2.5,,,,,,,,,,,,,,,,,
School F,137246,1,BLC,Asian,Cantonese,Cantonese,,,,1.7,3,,,,,,,,,,,,,,,,,
School AH,140556,1,BLS,Hispanic,Spanish,Spanish,,,,1.1,2.4,,,,,,,,,,,,,,,,,
School I,220611,1,SI4,White,Arabic,Berber,Arabic,,Y3,1.6,2.9,,,,,,,,,,,,,,,,,
School BM,181906,1,BLS,Hispanic,Spanish,Spanish,,,,1.1,2.4,,,,,,,,,,,,,,,,,
School AJ,258500,1,TLS,Hispanic,Spanish,Spanish,,,,1.6,2.9,,,,,,,,,,,,,,,,,
School AI,293675,1,SI4,Black,English,Haitian Creole,English,,Y3,1.6,2.9,,,,,,,,,,,,,,,,,
School AU,217354,1,BLM,Hispanic,Spanish,Spanish,,,,1.1,2.4,,,,,,,,,,,,,,,,,
School AJ,287902,1,TLS,Hispanic,Spanish,Spanish,Spanish,,,1.6,2.9,,,,,,,,,,,,,,,,,
School CJ,119829,8,BLS,Hispanic,Spanish,Spanish,,,,1.5,2.8,,,,,,,,,,,,,,,,,
School AD,171861,1,BLM,Hispanic,Portuguese,Portuguese,English,,,1.5,2.8,,,,,,,,,,,,,,,,,
School E,263632,1,REG,Hispanic,English,English,Spanish,Haitian Creole,S1,1.1,2.4,,,,,,,,,,,,,,,,,
School U,182166,1,BLM,White,Arabic,Arabic,,,,1,2.3,,,,,,,,,,,,,,,,,
School AR,195237,K2,KED,Asian,Vietnamese,English,Vietnamese,,,1.5,2.8,,,,,,,,,,,,,,,,,
School BN,276875,8,BLM,Black,Spanish,Spanish,Haitian Creole,,,1.6,2.9,,,,,,,,,,,,,,,,,
School AA,123872,1,REG,Hispanic,English,English,Spanish,,,1.6,2.9,,,,,,,,,,,,,,,,,
School BJ,127456,1,BLS,Hispanic,Spanish,Spanish,,,,1,2.3,,,,,,,,,,,,,,,,,
School BL,194188,1,SI4,Black,Cape Verdean,Cape Verdean,,,Y3,1.6,2.9,,,,,,,,,,,,,,,,,
School BR,193512,1,REG,Hispanic,Spanish,Spanish,,,,1,2.3,,,,,,,,,,,,,,,,,
School Y,134155,1,REG,Hispanic,Spanish,Spanish,,,,1.5,2.8,,,,,,,,,,,,,,,,,
School O,195942,1,BLM,Hispanic,Spanish,English,Spanish,,,1.5,2.8,,,,,,,,,,,,,,,,,
School AD,133973,1,BLM,Hispanic,Portuguese,Portuguese,,,,1,2.2,,,,,,,,,,,,,,,,,
School AZ,106397,1,REG,Hispanic,Spanish,English,Spanish,,,1.9,3.1,,,,,,,,,,,,,,,,,
School R,233636,1,BLM,Hispanic,Spanish,Spanish,,,,1.5,2.7,,,,,,,,,,,,,,,,,
School M,110380,1,BLS,Hispanic,Spanish,English,Spanish,,,1,2.2,,,,,,,,,,,,,,,,,
School N,258612,1,BLS,Hispanic,Spanish,English,,,,1.5,2.7,,,,,,,,,,,,,,,,,
School AJ,187229,1,TLS,Hispanic,Spanish,Spanish,English,,R1,1.4,2.6,,,,,,,,,,,,,,,,,
School T,167643,7,SQ4,Hispanic,Spanish,English,,,Q4,1.9,3.1,,,,,,,,,,,,,,,,,
School R,181669,1,BLM,Black,Haitian Creole,Haitian Creole,,,,1,2.2,,,,,,,,,,,,,,,,,
School AK,202453,5,REG,Hispanic,Spanish,Spanish,,,,1.5,2.7,,,,,,,,,,,,,,,,,
School CK,258863,11,SI4,Hispanic,Cape Verdean,Cape Verdean,,,L3,1.9,3.1,,,,,,,,,,,,,,,,,
School BB,260276,1,REG,Hispanic,Spanish,Spanish,English,,,1.5,2.7,,,,,,,,,,,,,,,,,
